REG_ID,BAT_ID,SORTORDER
170,807,638297
171,807,643469
173,807,644044
174,807,644463
175,807,644609
176,791,644616
176,792,644937
176,793,644944
177,794,644948
66,120,229725
